Img;Dia;Hora;Pir;Sar;Tar;Tex;Taq;Urt
2018-09-11 15_31_55.png;11_09_2018;15_31_55;163.033;0.194;15.321;23.555;20.011;72.266
2018-09-11 15_32_11.png;11_09_2018;15_32_11;162.33;0.186;15.217;23.573;20.026;72.21
2018-09-11 15_32_27.png;11_09_2018;15_32_27;158.61;0.212;15.336;23.549;20.043;72.712
2018-09-11 15_32_43.png;11_09_2018;15_32_43;153.581;0.169;15.271;23.582;20.056;72.371
2018-09-11 15_32_58.png;11_09_2018;15_32_58;148.532;0.158;15.347;23.581;20.05;72.466
2018-09-11 15_33_14.png;11_09_2018;15_33_14;142.687;0.1;15.493;23.589;20.037;72.628
2018-09-11 15_33_30.png;11_09_2018;15_33_30;136.351;0.081;15.542;23.549;20.017;72.27
2018-09-11 15_33_46.png;11_09_2018;15_33_46;129.445;0.213;15.339;23.606;20.028;72.263
2018-09-11 15_34_02.png;11_09_2018;15_34_02;123.042;0.128;15.473;23.552;20.065;72.615
2018-09-11 15_34_17.png;11_09_2018;15_34_17;117.176;0.099;15.651;23.583;20.086;73.029
2018-09-11 15_34_33.png;11_09_2018;15_34_33;111.29;0.142;15.617;23.572;20.088;72.496
2018-09-11 15_34_49.png;11_09_2018;15_34_49;106.196;0.203;15.64;23.551;20.016;72.976
2018-09-11 15_35_04.png;11_09_2018;15_35_04;102.024;0.142;15.465;23.557;20.068;72.616
2018-09-11 15_35_20.png;11_09_2018;15_35_20;98.614;0.104;15.509;23.474;20.003;72.954
2018-09-11 15_35_36.png;11_09_2018;15_35_36;96.506;0.129;15.454;23.438;20.005;73.086
2018-09-11 15_35_52.png;11_09_2018;15_35_52;95.486;0.137;15.335;23.437;19.973;73.728
2018-09-11 15_36_08.png;11_09_2018;15_36_08;95.172;0.132;15.359;23.37;19.918;73.913
2018-09-11 15_36_23.png;11_09_2018;15_36_23;94.779;0.096;15.364;23.33;19.926;74.029
2018-09-11 15_36_39.png;11_09_2018;15_36_39;94.892;0.41;15.271;23.274;19.861;74.43
2018-09-11 15_36_55.png;11_09_2018;15_36_55;95.175;0.137;15.143;23.269;19.905;74.809
2018-09-11 15_37_11.png;11_09_2018;15_37_11;95.727;0.141;15.141;23.2;19.918;74.92
2018-09-11 15_37_27.png;11_09_2018;15_37_27;96.68;0.103;15.289;23.187;19.953;75.333
2018-09-11 15_37_42.png;11_09_2018;15_37_42;98.86;0.104;15.227;23.126;19.907;75.241
2018-09-11 15_37_58.png;11_09_2018;15_37_58;100.979;0.112;15.258;23.118;19.893;75.17
2018-09-11 15_38_14.png;11_09_2018;15_38_14;103.25;0.197;15.291;23.142;19.909;75.373
2018-09-11 15_38_30.png;11_09_2018;15_38_30;103.895;0.222;15.092;23.14;19.87;75.376
2018-09-11 15_38_45.png;11_09_2018;15_38_45;102.803;0.289;15.135;23.107;19.903;75.38
2018-09-11 15_39_01.png;11_09_2018;15_39_01;99.746;0.202;14.99;23.051;19.897;75.33
2018-09-11 15_39_17.png;11_09_2018;15_39_17;97.801;0.21;15.134;23.082;19.887;75.867
2018-09-11 15_39_32.png;11_09_2018;15_39_32;97.85;0.176;14.961;23.049;19.86;75.747
2018-09-11 15_39_48.png;11_09_2018;15_39_48;98.971;0.097;15.058;22.983;19.851;75.744
2018-09-11 15_40_04.png;11_09_2018;15_40_04;99.169;0.207;15.028;22.951;19.826;75.891
2018-09-11 15_40_20.png;11_09_2018;15_40_20;99.219;0.109;15.144;22.914;19.827;76.205
2018-09-11 15_40_35.png;11_09_2018;15_40_35;99.941;0.082;15.113;22.846;19.826;75.956
2018-09-11 15_40_51.png;11_09_2018;15_40_51;101.886;0.169;15.094;22.87;19.821;76.062
2018-09-11 15_41_07.png;11_09_2018;15_41_07;104.71;1.141;14.995;22.826;19.89;75.62
2018-09-11 15_41_23.png;11_09_2018;15_41_23;107.774;0.176;15.081;22.844;19.862;75.606
2018-09-11 15_41_38.png;11_09_2018;15_41_38;110.159;0.134;15.246;22.893;19.889;76.112
2018-09-11 15_41_54.png;11_09_2018;15_41_54;112.509;0.329;15.264;22.947;19.933;76.005
2018-09-11 15_42_10.png;11_09_2018;15_42_10;115.196;0.212;15.107;22.987;19.897;75.612
2018-09-11 15_42_26.png;11_09_2018;15_42_26;116.616;0.126;15.232;22.822;19.902;75.26
2018-09-11 15_42_41.png;11_09_2018;15_42_41;117.066;0.094;15.311;22.864;19.898;75.884
2018-09-11 15_42_57.png;11_09_2018;15_42_57;117.388;0.131;15.311;22.799;19.876;74.945
2018-09-11 15_43_13.png;11_09_2018;15_43_13;116.512;0.11;15.213;22.832;19.854;75.144
2018-09-11 15_43_29.png;11_09_2018;15_43_29;115.338;0.151;15.213;22.758;19.803;75.477
2018-09-11 15_43_44.png;11_09_2018;15_43_44;114.9;0.105;15.07;22.804;19.837;75.806
2018-09-11 15_44_00.png;11_09_2018;15_44_00;115.116;0.161;15.193;22.781;19.85;75.933
2018-09-11 15_44_16.png;11_09_2018;15_44_16;114.849;0.146;15.205;22.729;19.867;76.14
2018-09-11 15_44_32.png;11_09_2018;15_44_32;113.544;0.178;15.157;22.707;19.81;76.073
2018-09-11 15_44_47.png;11_09_2018;15_44_47;112.337;0.176;15.022;22.734;19.795;76.278
2018-09-11 15_45_03.png;11_09_2018;15_45_03;111.022;0.15;15.02;22.708;19.8;76.494
2018-09-11 15_45_19.png;11_09_2018;15_45_19;108.855;0.219;15.105;22.696;19.771;76.71
2018-09-11 15_45_35.png;11_09_2018;15_45_35;106.58;0.236;14.979;22.658;19.778;76.37
2018-09-11 15_45_50.png;11_09_2018;15_45_50;105.879;0.163;15.025;22.613;19.785;76.341
2018-09-11 15_46_06.png;11_09_2018;15_46_06;106.114;0.308;15.079;22.626;19.773;76.477
2018-09-11 15_46_22.png;11_09_2018;15_46_22;106.756;0.295;14.951;22.686;19.762;76.314
2018-09-11 15_46_38.png;11_09_2018;15_46_38;107.905;0.223;15.049;22.588;19.773;76.429
2018-09-11 15_46_53.png;11_09_2018;15_46_53;109.292;0.132;15.252;22.52;19.773;76.365
2018-09-11 15_47_09.png;11_09_2018;15_47_09;110.459;0.088;15.26;22.488;19.745;76.142
2018-09-11 15_47_25.png;11_09_2018;15_47_25;111.72;0.171;15.223;22.517;19.777;75.853
2018-09-11 15_47_41.png;11_09_2018;15_47_41;112.532;0.19;15.174;22.545;19.747;76.347
2018-09-11 15_47_56.png;11_09_2018;15_47_56;114.195;0.212;15.208;22.458;19.778;76.123
2018-09-11 15_48_12.png;11_09_2018;15_48_12;116.614;0.158;15.196;22.5;19.772;76.461
2018-09-11 15_48_28.png;11_09_2018;15_48_28;120.121;0.166;15.132;22.449;19.78;76.518
2018-09-11 15_48_44.png;11_09_2018;15_48_44;122.619;0.105;15.249;22.432;19.763;76.507
2018-09-11 15_48_59.png;11_09_2018;15_48_59;124.062;0.254;15.181;22.472;19.752;76.426
2018-09-11 15_49_15.png;11_09_2018;15_49_15;125.214;0.147;15.178;22.467;19.739;75.684
2018-09-11 15_49_31.png;11_09_2018;15_49_31;126.173;0.107;15.228;22.471;19.784;75.456
2018-09-11 15_49_47.png;11_09_2018;15_49_47;128.24;0.117;15.319;22.468;19.745;75.362
2018-09-11 15_50_02.png;11_09_2018;15_50_02;131.472;0.094;15.367;22.465;19.768;75.355
2018-09-11 15_50_18.png;11_09_2018;15_50_18;134.281;0.129;15.331;22.482;19.798;75.09
2018-09-11 15_50_34.png;11_09_2018;15_50_34;137.525;0.093;15.405;22.508;19.769;75.182
2018-09-11 15_50_50.png;11_09_2018;15_50_50;141.325;0.119;15.358;22.586;19.781;74.865
2018-09-11 15_51_05.png;11_09_2018;15_51_05;145.448;0.135;15.427;22.58;19.745;74.69
2018-09-11 15_51_21.png;11_09_2018;15_51_21;149.442;0.146;15.388;22.626;19.757;74.879
2018-09-11 15_51_37.png;11_09_2018;15_51_37;152.763;0.228;15.406;22.688;19.771;75.047
2018-09-11 15_51_53.png;11_09_2018;15_51_53;155.657;0.254;15.091;22.749;19.813;74.615
2018-09-11 15_52_08.png;11_09_2018;15_52_08;157.504;0.19;15.004;22.786;19.783;74.487
2018-09-11 15_52_24.png;11_09_2018;15_52_24;157.368;0.161;15.237;22.716;19.788;74.803
2018-09-11 15_52_40.png;11_09_2018;15_52_40;156.86;0.124;15.386;22.745;19.794;74.578
2018-09-11 15_52_56.png;11_09_2018;15_52_56;153.762;0.122;15.405;22.744;19.743;74.705
2018-09-11 15_53_11.png;11_09_2018;15_53_11;150.393;0.302;15.217;22.902;19.703;74.276
2018-09-11 15_53_27.png;11_09_2018;15_53_27;147.269;0.215;15.203;22.849;19.737;74.213
2018-09-11 15_53_43.png;11_09_2018;15_53_43;145.776;0.218;15.373;22.864;19.781;74.571
2018-09-11 15_53_58.png;11_09_2018;15_53_58;144.401;0.476;15.264;22.84;19.722;74.316
2018-09-11 15_54_14.png;11_09_2018;15_54_14;143.616;0.167;15.589;22.853;19.817;74.455
2018-09-11 15_54_30.png;11_09_2018;15_54_30;143.069;0.119;15.426;22.843;19.717;74.017
2018-09-11 15_54_46.png;11_09_2018;15_54_46;141.265;0.085;15.493;22.894;19.772;73.801
2018-09-11 15_55_01.png;11_09_2018;15_55_01;140.505;0.125;15.551;22.838;19.794;73.857
2018-09-11 15_55_17.png;11_09_2018;15_55_17;139.886;0.203;15.541;22.899;19.779;74.144
2018-09-11 15_55_33.png;11_09_2018;15_55_33;140.068;0.204;15.553;22.89;19.776;73.725
2018-09-11 15_55_48.png;11_09_2018;15_55_48;139.899;0.247;15.444;22.945;19.741;73.16
2018-09-11 15_56_04.png;11_09_2018;15_56_04;140.591;0.177;15.393;22.98;19.743;73.285
2018-09-11 15_56_20.png;11_09_2018;15_56_20;141.55;0.181;15.424;22.944;19.754;73.197
2018-09-11 15_56_36.png;11_09_2018;15_56_36;141.748;0.218;15.197;22.933;19.795;73.074
2018-09-11 15_56_51.png;11_09_2018;15_56_51;141.455;0.166;15.202;22.931;19.775;73.112
2018-09-11 15_57_07.png;11_09_2018;15_57_07;140.905;0.118;15.356;22.856;19.788;73.301
2018-09-11 15_57_23.png;11_09_2018;15_57_23;141.573;0.159;15.224;22.919;19.728;73.07
2018-09-11 15_57_39.png;11_09_2018;15_57_39;140.357;0.165;15.436;22.946;19.754;73.198
2018-09-11 15_57_54.png;11_09_2018;15_57_54;140.909;0.182;15.456;22.994;19.736;73.497
2018-09-11 15_58_10.png;11_09_2018;15_58_10;141.867;0.233;15.51;23.023;19.783;73.199
2018-09-11 15_58_26.png;11_09_2018;15_58_26;141.126;0.196;15.474;22.969;19.784;73.535
2018-09-11 15_58_42.png;11_09_2018;15_58_42;140.163;0.137;15.605;23.041;19.743;73.591
2018-09-11 15_58_57.png;11_09_2018;15_58_57;139.745;0.123;15.592;22.985;19.786;73.197
2018-09-11 15_59_13.png;11_09_2018;15_59_13;140.176;0.106;15.605;23.008;19.788;72.908
2018-09-11 15_59_29.png;11_09_2018;15_59_29;141.35;0.143;15.503;23.087;19.799;72.575
2018-09-11 15_59_45.png;11_09_2018;15_59_45;143.077;0.196;15.574;23.089;19.806;72.54
2018-09-11 16_00_00.png;11_09_2018;16_00_00;143.54;0.224;15.608;23.09;19.798;72.29
2018-09-11 16_00_16.png;11_09_2018;16_00_16;143.284;0.125;15.618;23.113;19.763;72.807
2018-09-11 16_00_32.png;11_09_2018;16_00_32;140.429;0.473;15.542;23.184;19.767;72.723
2018-09-11 16_00_48.png;11_09_2018;16_00_48;138.527;0.11;15.661;23.124;19.78;72.644
2018-09-11 16_01_03.png;11_09_2018;16_01_03;138.624;0.194;15.572;23.232;19.758;72.765
2018-09-11 16_01_19.png;11_09_2018;16_01_19;137.675;0.098;15.618;23.195;19.726;72.35
2018-09-11 16_01_35.png;11_09_2018;16_01_35;133.804;0.099;15.54;23.144;19.688;72.252
2018-09-11 16_01_51.png;11_09_2018;16_01_51;127.21;0.093;15.522;23.167;19.692;72.383
2018-09-11 16_02_07.png;11_09_2018;16_02_07;122.927;0.095;15.647;23.175;19.715;72.39
2018-09-11 16_02_22.png;11_09_2018;16_02_22;123.365;0.424;15.65;23.168;19.76;72.471
2018-09-11 16_02_38.png;11_09_2018;16_02_38;126.258;0.1;15.689;23.176;19.77;72.224
2018-09-11 16_02_54.png;11_09_2018;16_02_54;126.736;0.186;15.551;23.262;19.727;72.225
2018-09-11 16_03_09.png;11_09_2018;16_03_09;128.195;0.121;15.483;23.224;19.762;72.566
2018-09-11 16_03_25.png;11_09_2018;16_03_25;129.718;0.14;15.597;23.208;19.771;72.322
2018-09-11 16_03_41.png;11_09_2018;16_03_41;131.556;0.084;15.678;23.154;19.771;72.417
2018-09-11 16_03_57.png;11_09_2018;16_03_57;131.284;0.929;15.416;23.158;19.799;72.285
2018-09-11 16_04_13.png;11_09_2018;16_04_13;131.097;0.24;15.533;23.214;19.749;72.315
2018-09-11 16_04_29.png;11_09_2018;16_04_29;132.48;0.193;15.69;23.202;19.734;72.418
2018-09-11 16_04_44.png;11_09_2018;16_04_44;134.074;0.235;15.424;23.282;19.738;72.311
2018-09-11 16_05_00.png;11_09_2018;16_05_00;135.37;0.146;15.488;23.233;19.735;72.44
2018-09-11 16_05_16.png;11_09_2018;16_05_16;136.276;0.183;15.149;23.13;19.682;72.095
2018-09-11 16_05_32.png;11_09_2018;16_05_32;137.257;0.21;15.123;23.205;19.716;72.578
2018-09-11 16_05_47.png;11_09_2018;16_05_47;138.09;0.288;15.144;23.231;19.691;73.056
2018-09-11 16_06_03.png;11_09_2018;16_06_03;138.294;0.132;15.195;23.119;19.681;73.349
2018-09-11 16_06_19.png;11_09_2018;16_06_19;138.576;0.335;15.249;23.131;19.671;73.817
2018-09-11 16_06_35.png;11_09_2018;16_06_35;136.397;0.174;14.961;23.084;19.601;73.475
2018-09-11 16_06_50.png;11_09_2018;16_06_50;133.079;0.195;15.01;23.092;19.619;73.562
2018-09-11 16_07_06.png;11_09_2018;16_07_06;130.093;0.31;15.083;23.035;19.614;74.039
2018-09-11 16_07_22.png;11_09_2018;16_07_22;128.652;0.203;15.023;23.074;19.618;74.014
2018-09-11 16_07_38.png;11_09_2018;16_07_38;128.685;0.134;15.195;23.037;19.633;74.252
2018-09-11 16_07_53.png;11_09_2018;16_07_53;128.859;0.127;15.181;23.015;19.636;73.883
2018-09-11 16_08_09.png;11_09_2018;16_08_09;128.531;0.118;15.273;23.021;19.588;73.695
2018-09-11 16_08_25.png;11_09_2018;16_08_25;125.56;0.231;15.133;23.038;19.533;73.379
2018-09-11 16_08_41.png;11_09_2018;16_08_41;121.61;0.458;14.988;22.97;19.591;73.189
2018-09-11 16_08_56.png;11_09_2018;16_08_56;117.75;0.218;15.101;22.981;19.562;73.261
2018-09-11 16_09_12.png;11_09_2018;16_09_12;114.172;0.182;15.122;22.964;19.545;73.198
2018-09-11 16_09_28.png;11_09_2018;16_09_28;111.668;0.143;15.311;22.963;19.522;73.626
2018-09-11 16_09_44.png;11_09_2018;16_09_44;110.706;0.341;15.181;22.927;19.524;73.337
2018-09-11 16_09_59.png;11_09_2018;16_09_59;110.737;0.229;15.149;22.927;19.534;73.516
2018-09-11 16_10_15.png;11_09_2018;16_10_15;108.214;0.175;15.308;22.885;19.552;73.696
2018-09-11 16_10_31.png;11_09_2018;16_10_31;106.39;0.131;15.311;22.905;19.525;74.091
2018-09-11 16_10_47.png;11_09_2018;16_10_47;105.206;0.119;15.427;22.855;19.51;74.074
2018-09-11 16_11_02.png;11_09_2018;16_11_02;103.841;0.107;15.414;22.866;19.539;74.224
2018-09-11 16_11_18.png;11_09_2018;16_11_18;103.146;0.111;15.491;22.848;19.544;74.094
2018-09-11 16_11_34.png;11_09_2018;16_11_34;102.063;0.305;15.319;22.869;19.506;73.349
2018-09-11 16_11_50.png;11_09_2018;16_11_50;100.341;0.334;15.228;22.942;19.528;73.398
2018-09-11 16_12_05.png;11_09_2018;16_12_05;99.396;0.148;15.114;22.861;19.511;73.439
2018-09-11 16_12_21.png;11_09_2018;16_12_21;98.822;0.213;15.179;22.774;19.569;73.493
2018-09-11 16_12_37.png;11_09_2018;16_12_37;98.505;0.201;15.249;22.797;19.528;73.881
2018-09-11 16_12_53.png;11_09_2018;16_12_53;98.157;0.19;15.414;22.816;19.549;74.166
2018-09-11 16_13_08.png;11_09_2018;16_13_08;96.928;0.172;15.305;22.754;19.509;73.657
2018-09-11 16_13_24.png;11_09_2018;16_13_24;94.35;0.18;15.33;22.762;19.505;73.732
2018-09-11 16_13_40.png;11_09_2018;16_13_40;91.989;0.107;15.478;22.737;19.458;73.889
2018-09-11 16_13_56.png;11_09_2018;16_13_56;89.585;0.173;15.491;22.734;19.55;73.877
2018-09-11 16_14_11.png;11_09_2018;16_14_11;87.524;0.218;15.362;22.756;19.52;73.894
2018-09-11 16_14_27.png;11_09_2018;16_14_27;86.822;0.263;15.146;22.722;19.558;73.277
2018-09-11 16_14_43.png;11_09_2018;16_14_43;85.943;0.171;15.294;22.72;19.547;73.508
2018-09-11 16_14_59.png;11_09_2018;16_14_59;84.687;0.185;15.376;22.723;19.56;73.835
2018-09-11 16_15_15.png;11_09_2018;16_15_15;83.265;0.215;15.436;22.716;19.525;74.103
2018-09-11 16_15_30.png;11_09_2018;16_15_30;81.601;0.357;15.142;22.728;19.502;73.488
2018-09-11 16_15_46.png;11_09_2018;16_15_46;78.93;0.308;15.124;22.806;19.444;73.5
2018-09-11 16_16_02.png;11_09_2018;16_16_02;77.172;0.115;15.255;22.648;19.442;73.835
2018-09-11 16_16_18.png;11_09_2018;16_16_18;75.745;0.123;15.164;22.602;19.464;73.672
2018-09-11 16_16_33.png;11_09_2018;16_16_33;75.232;0.216;15.206;22.582;19.419;73.785
2018-09-11 16_16_49.png;11_09_2018;16_16_49;74.311;0.2;15.137;22.585;19.427;73.71
2018-09-11 16_17_05.png;11_09_2018;16_17_05;73.613;0.066;15.246;22.507;19.419;73.89
2018-09-11 16_17_21.png;11_09_2018;16_17_21;73.013;0.149;15.159;22.562;19.442;74.407
2018-09-11 16_17_36.png;11_09_2018;16_17_36;73.091;0.212;15.321;22.516;19.453;74.711
2018-09-11 16_17_52.png;11_09_2018;16_17_52;73.508;0.188;14.961;22.495;19.423;73.881
2018-09-11 16_18_08.png;11_09_2018;16_18_08;74.449;0.207;15.098;22.429;19.437;74.31
2018-09-11 16_18_23.png;11_09_2018;16_18_23;76.988;0.311;14.92;22.447;19.366;74.012
2018-09-11 16_18_39.png;11_09_2018;16_18_39;79.383;0.253;15.073;22.435;19.448;74.71
2018-09-11 16_18_55.png;11_09_2018;16_18_55;82.899;0.191;15.164;22.316;19.393;74.442
2018-09-11 16_19_11.png;11_09_2018;16_19_11;86.683;0.182;15.163;22.32;19.397;74.99
2018-09-11 16_19_26.png;11_09_2018;16_19_26;89.515;0.223;15.069;22.282;19.407;74.624
2018-09-11 16_19_42.png;11_09_2018;16_19_42;92.114;0.262;15.225;22.283;19.428;75.262
2018-09-11 16_19_58.png;11_09_2018;16_19_58;94.014;0.174;15.239;22.249;19.372;74.842
2018-09-11 16_20_14.png;11_09_2018;16_20_14;95.387;0.183;15.143;22.349;19.395;74.932
2018-09-11 16_20_29.png;11_09_2018;16_20_29;96.427;0.153;15.085;22.332;19.397;74.766
2018-09-11 16_20_45.png;11_09_2018;16_20_45;98.038;0.107;15.135;22.304;19.4;75.006
2018-09-11 16_21_01.png;11_09_2018;16_21_01;99.936;0.156;15.115;22.348;19.417;74.891
2018-09-11 16_21_17.png;11_09_2018;16_21_17;102.511;0.127;15.154;22.243;19.456;74.721
2018-09-11 16_21_32.png;11_09_2018;16_21_32;104.056;0.07;15.238;22.25;19.455;74.8
2018-09-11 16_21_48.png;11_09_2018;16_21_48;105.393;0.187;15.161;22.282;19.422;74.701
2018-09-11 16_22_04.png;11_09_2018;16_22_04;106.982;0.133;15.18;22.298;19.346;74.42
2018-09-11 16_22_20.png;11_09_2018;16_22_20;107.619;0.174;15.239;22.303;19.441;74.642
2018-09-11 16_22_35.png;11_09_2018;16_22_35;107.379;0.073;15.288;22.31;19.479;74.751
2018-09-11 16_22_51.png;11_09_2018;16_22_51;106.467;0.107;15.25;22.3;19.418;74.962
2018-09-11 16_23_07.png;11_09_2018;16_23_07;105.623;0.267;15.12;22.332;19.407;74.626
2018-09-11 16_23_22.png;11_09_2018;16_23_22;105.324;0.194;15.244;22.323;19.444;74.973
2018-09-11 16_23_38.png;11_09_2018;16_23_38;104.765;0.088;15.395;22.292;19.462;74.815
2018-09-11 16_23_54.png;11_09_2018;16_23_54;103.709;0.145;15.383;22.322;19.476;74.445
2018-09-11 16_24_10.png;11_09_2018;16_24_10;102.9;0.054;15.498;22.338;19.493;74.839
2018-09-11 16_24_25.png;11_09_2018;16_24_25;101.907;0.178;15.358;22.383;19.476;74.234
2018-09-11 16_24_41.png;11_09_2018;16_24_41;100.327;0.118;15.366;22.364;19.426;74.389
2018-09-11 16_24_57.png;11_09_2018;16_24_57;99.64;0.149;15.269;22.349;19.385;74.158
2018-09-11 16_25_13.png;11_09_2018;16_25_13;98.242;0.256;15.144;22.402;19.355;74.036
2018-09-11 16_25_28.png;11_09_2018;16_25_28;97.349;0.1;15.201;22.398;19.326;74.012
2018-09-11 16_25_44.png;11_09_2018;16_25_44;96.326;0.139;15.185;22.37;19.332;74.083
2018-09-11 16_26_00.png;11_09_2018;16_26_00;94.118;0.135;15.202;22.327;19.342;74.244
2018-09-11 16_26_16.png;11_09_2018;16_26_16;91.928;0.066;15.358;22.315;19.347;74.639
2018-09-11 16_26_31.png;11_09_2018;16_26_31;90.387;0.142;15.218;22.307;19.34;74.119
2018-09-11 16_26_47.png;11_09_2018;16_26_47;88.589;0.115;15.245;22.318;19.329;73.91
2018-09-11 16_27_03.png;11_09_2018;16_27_03;87.576;0.206;15.318;22.282;19.355;74.223
2018-09-11 16_27_19.png;11_09_2018;16_27_19;86.731;0.259;15.127;22.314;19.308;74.178
2018-09-11 16_27_34.png;11_09_2018;16_27_34;85.813;0.517;15.159;22.265;19.314;73.875
2018-09-11 16_27_50.png;11_09_2018;16_27_50;85.102;0.094;15.252;22.232;19.329;73.955
2018-09-11 16_28_06.png;11_09_2018;16_28_06;83.997;0.145;15.242;22.314;19.377;74.242
2018-09-11 16_28_22.png;11_09_2018;16_28_22;82.777;0.28;15.244;22.247;19.338;74.313
2018-09-11 16_28_37.png;11_09_2018;16_28_37;81.266;0.331;15.134;22.366;19.314;74.48
2018-09-11 16_28_53.png;11_09_2018;16_28_53;80.342;0.107;15.122;22.316;19.316;73.742
2018-09-11 16_29_09.png;11_09_2018;16_29_09;79.554;0.456;15.142;22.359;19.333;73.985
2018-09-11 16_29_25.png;11_09_2018;16_29_25;79.418;0.203;14.973;22.317;19.319;74.151
2018-09-11 16_29_40.png;11_09_2018;16_29_40;79.551;0.163;15.043;22.186;19.337;73.828
2018-09-11 16_29_56.png;11_09_2018;16_29_56;79.721;0.193;15.099;22.136;19.334;74.616
2018-09-11 16_30_12.png;11_09_2018;16_30_12;79.993;0.15;15.041;22.155;19.343;74.142
2018-09-11 16_30_28.png;11_09_2018;16_30_28;79.897;0.248;15.121;22.156;19.346;74.157
2018-09-11 16_30_44.png;11_09_2018;16_30_44;79.78;0.214;14.998;22.143;19.348;74.271
2018-09-11 16_30_59.png;11_09_2018;16_30_59;78.973;0.205;15.162;22.113;19.339;74.487
2018-09-11 16_31_15.png;11_09_2018;16_31_15;77.515;3.247;14.888;22.091;19.265;74.345
2018-09-11 16_31_31.png;11_09_2018;16_31_31;76.678;0.14;14.949;22.008;19.286;74.535
2018-09-11 16_31_46.png;11_09_2018;16_31_46;75.413;0.083;15.113;21.973;19.258;74.888
2018-09-11 16_32_02.png;11_09_2018;16_32_02;74.1;0.17;15.165;21.988;19.259;74.948
2018-09-11 16_32_18.png;11_09_2018;16_32_18;71.866;0.326;15.029;22.106;19.259;74.632
2018-09-11 16_32_34.png;11_09_2018;16_32_34;69.982;0.3;14.975;22.107;19.225;74.529
2018-09-11 16_32_50.png;11_09_2018;16_32_50;67.335;0.183;14.94;22.066;19.213;74.822
2018-09-11 16_33_05.png;11_09_2018;16_33_05;64.483;0.229;14.89;22.018;19.224;74.937
2018-09-11 16_33_21.png;11_09_2018;16_33_21;61.074;0.359;14.863;21.994;19.219;75.254
2018-09-11 16_33_37.png;11_09_2018;16_33_37;57.814;0.246;14.847;21.908;19.202;75.499
2018-09-11 16_33_52.png;11_09_2018;16_33_52;54.846;0.251;14.875;21.904;19.194;75.827
2018-09-11 16_34_08.png;11_09_2018;16_34_08;51.627;0.587;14.818;21.896;19.193;75.753
2018-09-11 16_34_24.png;11_09_2018;16_34_24;48.341;0.192;14.874;21.766;19.181;76.271
2018-09-11 16_34_40.png;11_09_2018;16_34_40;45.071;0.276;14.929;21.638;19.123;76.343
2018-09-11 16_34_56.png;11_09_2018;16_34_56;42.266;0.175;15.009;21.582;19.108;76.353
2018-09-11 16_35_11.png;11_09_2018;16_35_11;40.695;0.195;15.041;21.559;19.078;76.215
2018-09-11 16_35_27.png;11_09_2018;16_35_27;39.316;0.683;15.024;21.538;19.106;76.266
2018-09-11 16_35_43.png;11_09_2018;16_35_43;38.741;0.16;15.077;21.485;19.085;76.595
2018-09-11 16_35_59.png;11_09_2018;16_35_59;39.379;0.126;15.06;21.464;19.144;76.486
2018-09-11 16_36_14.png;11_09_2018;16_36_14;40.355;0.312;14.963;21.445;19.095;76.823
2018-09-11 16_36_30.png;11_09_2018;16_36_30;41.65;0.249;14.923;21.472;19.091;76.837
2018-09-11 16_36_46.png;11_09_2018;16_36_46;43.406;0.15;14.842;21.444;19.024;76.768
2018-09-11 16_37_02.png;11_09_2018;16_37_02;44.719;0.164;14.827;21.405;19.021;77.051
2018-09-11 16_37_17.png;11_09_2018;16_37_17;44.906;0.104;14.883;21.349;19.028;77.157
2018-09-11 16_37_33.png;11_09_2018;16_37_33;45.547;0.128;14.825;21.314;19.034;77.302
2018-09-11 16_37_49.png;11_09_2018;16_37_49;46.571;0.159;14.835;21.329;19.034;77.579
2018-09-11 16_38_05.png;11_09_2018;16_38_05;47.358;0.2;14.893;21.271;19.052;77.802
2018-09-11 16_38_20.png;11_09_2018;16_38_20;48.208;0.215;14.853;21.285;19.059;77.714
2018-09-11 16_38_36.png;11_09_2018;16_38_36;48.573;0.205;14.902;21.265;19.018;77.973
2018-09-11 16_38_52.png;11_09_2018;16_38_52;47.819;0.114;15.018;21.285;19.061;77.797
2018-09-11 16_39_08.png;11_09_2018;16_39_08;46.371;0.109;14.958;21.213;19.038;77.785
2018-09-11 16_39_23.png;11_09_2018;16_39_23;44.831;0.175;14.95;21.214;19.023;77.702
2018-09-11 16_39_39.png;11_09_2018;16_39_39;43.175;0.186;14.871;21.246;19.011;77.69
2018-09-11 16_39_55.png;11_09_2018;16_39_55;41.847;0.1;14.883;21.234;19.013;77.558
2018-09-11 16_40_11.png;11_09_2018;16_40_11;40.58;0.162;14.865;21.195;19.009;77.828
